-183.135, 78.019, 1.745,  1.765
-183.119, 77.965, 1.700,  1.798
-183.103, 77.911, 1.667,  1.831
-183.088, 77.859, 1.648,  1.864
-183.073, 77.806, 1.645,  1.897
-183.058, 77.753, 1.660,  1.930
-183.042, 77.699, 1.691,  1.963
-183.026, 77.643, 1.736,  1.996
-183.010, 77.586, 1.791,  2.029
-182.994, 77.526, 1.853,  2.062
-182.977, 77.465, 1.919,  2.095
-182.960, 77.401, 1.979,  2.128
-182.943, 77.336, 2.011,  2.161
-182.926, 77.271, 2.018,  2.194
-182.910, 77.206, 2.007,  2.227
-182.894, 77.142, 1.982,  2.260
-182.878, 77.079, 1.947,  2.293
-182.863, 77.018, 1.887,  2.326
-182.848, 76.958, 1.838,  2.359
-182.834, 76.900, 1.797,  2.392
-182.820, 76.843, 1.766,  2.425
-182.806, 76.787, 1.748,  2.458
-182.792, 76.731, 1.747,  2.491
-182.778, 76.674, 1.764,  2.524
-182.764, 76.615, 1.797,  2.557
-182.750, 76.556, 1.842,  2.590
-182.736, 76.494, 1.898,  2.623
-182.721, 76.430, 1.961,  2.656
-182.707, 76.364, 2.028,  2.689
-182.692, 76.296, 2.090,  2.722
-182.677, 76.227, 2.117,  2.755
-182.662, 76.158, 2.118,  2.788
-182.648, 76.089, 2.100,  2.821
-182.634, 76.022, 2.069,  2.854
-182.620, 75.956, 2.016,  2.887
-182.607, 75.892, 1.969,  2.920
-182.594, 75.829, 1.930,  2.953
-182.582, 75.767, 1.901,  2.986
-182.570, 75.705, 1.886,  3.019
-182.557, 75.644, 1.887,  3.052
-182.545, 75.582, 1.905,  3.085
-182.533, 75.518, 1.938,  3.118
-182.521, 75.453, 1.983,  3.151
-182.509, 75.387, 2.037,  3.184
-182.496, 75.318, 2.098,  3.217
-182.483, 75.247, 2.161,  3.250
-182.471, 75.174, 2.213,  3.283
-182.458, 75.101, 2.231,  3.316
-182.446, 75.027, 2.223,  3.349
-182.433, 74.955, 2.199,  3.382
-182.422, 74.884, 2.163,  3.415
-182.410, 74.814, 2.103,  3.448
-182.400, 74.747, 2.051,  3.481
-182.389, 74.681, 2.010,  3.514
-182.379, 74.616, 1.979,  3.547
-182.369, 74.551, 1.963,  3.580
-182.359, 74.487, 1.963,  3.613
-182.349, 74.422, 1.982,  3.646
-182.339, 74.355, 2.017,  3.679
-182.329, 74.287, 2.065,  3.712
-182.319, 74.217, 2.124,  3.745
-182.308, 74.145, 2.189,  3.778
-182.298, 74.070, 2.251,  3.811
-182.288, 73.994, 2.301,  3.844
-182.277, 73.917, 2.318,  3.877
-182.267, 73.841, 2.309,  3.910
-182.257, 73.765, 2.283,  3.943
-182.248, 73.691, 2.234,  3.976
-182.239, 73.619, 2.187,  4.009
-182.230, 73.548, 2.150,  4.042
-182.221, 73.478, 2.123,  4.075
-182.213, 73.408, 2.109,  4.108
-182.205, 73.339, 2.112,  4.141
-182.196, 73.268, 2.133,  4.174
-182.188, 73.196, 2.168,  4.207
-182.180, 73.123, 2.216,  4.240
-182.171, 73.048, 2.271,  4.273
-182.163, 72.971, 2.325,  4.306
-182.155, 72.892, 2.378,  4.339
-182.146, 72.812, 2.420,  4.372
-182.138, 72.731, 2.431,  4.405
-182.130, 72.651, 2.417,  4.438
-182.122, 72.571, 2.387,  4.471
-182.114, 72.494, 2.334,  4.504
-182.107, 72.418, 2.283,  4.537
-182.100, 72.344, 2.241,  4.570
-182.093, 72.271, 2.213,  4.603
-182.086, 72.198, 2.199,  4.636
-182.080, 72.125, 2.201,  4.669
-182.073, 72.051, 2.221,  4.702
-182.067, 71.976, 2.258,  4.735
-182.060, 71.900, 2.307,  4.768
-182.053, 71.821, 2.361,  4.801
-182.047, 71.741, 2.415,  4.834
-182.040, 71.659, 2.467,  4.867
-182.034, 71.575, 2.517,  4.900
-182.027, 71.490, 2.556,  4.933
-182.020, 71.405, 2.565,  4.966
-182.014, 71.320, 2.549,  4.999
-182.008, 71.236, 2.515,  5.032
-182.002, 71.155, 2.459,  5.065
-181.996, 71.075, 2.405,  5.098
-181.991, 70.996, 2.360,  5.131
-181.986, 70.919, 2.328,  5.164
-181.980, 70.842, 2.313,  5.197
-181.975, 70.766, 2.317,  5.230
-181.970, 70.688, 2.338,  5.263
-181.965, 70.609, 2.375,  5.296
-181.960, 70.528, 2.421,  5.329
-181.955, 70.446, 2.472,  5.362
-181.950, 70.362, 2.524,  5.395
-181.945, 70.276, 2.576,  5.428
-181.940, 70.189, 2.626,  5.461
-181.935, 70.100, 2.672,  5.494
-181.930, 70.010, 2.709,  5.527
-181.925, 69.920, 2.715,  5.560
-181.920, 69.830, 2.696,  5.593
-181.916, 69.741, 2.659,  5.626
-181.911, 69.655, 2.600,  5.659
-181.907, 69.570, 2.543,  5.692
-181.903, 69.487, 2.494,  5.725
-181.899, 69.405, 2.458,  5.758
-181.895, 69.324, 2.439,  5.791
-181.891, 69.243, 2.440,  5.824
-181.887, 69.162, 2.461,  5.857
-181.883, 69.079, 2.496,  5.890
-181.880, 68.994, 2.541,  5.923
-181.876, 68.908, 2.592,  5.956
-181.872, 68.820, 2.645,  5.989
-181.868, 68.730, 2.698,  6.022
-181.865, 68.638, 2.749,  6.055
-181.861, 68.545, 2.798,  6.088
-181.857, 68.450, 2.843,  6.121
-181.853, 68.355, 2.878,  6.154
-181.850, 68.258, 2.882,  6.187
-181.846, 68.163, 2.860,  6.220
-181.843, 68.069, 2.815,  6.253
-181.840, 67.977, 2.766,  6.286
-181.837, 67.887, 2.721,  6.319
-181.834, 67.798, 2.686,  6.352
-181.831, 67.709, 2.666,  6.385
-181.828, 67.620, 2.665,  6.418
-181.825, 67.531, 2.681,  6.451
-181.822, 67.441, 2.711,  6.484
-181.819, 67.350, 2.749,  6.517
-181.816, 67.257, 2.792,  6.550
-181.813, 67.162, 2.837,  6.583
-181.810, 67.066, 2.883,  6.616
-181.808, 66.969, 2.928,  6.649
-181.805, 66.870, 2.970,  6.682
-181.802, 66.769, 3.010,  6.715
-181.799, 66.668, 3.040,  6.748
-181.797, 66.567, 3.041,  6.781
-181.794, 66.466, 3.015,  6.814
-181.792, 66.367, 2.966,  6.847
-181.789, 66.270, 2.913,  6.880
-181.787, 66.175, 2.864,  6.913
-181.785, 66.081, 2.825,  6.946
-181.783, 65.988, 2.801,  6.979
-181.780, 65.895, 2.796,  7.012
-181.778, 65.801, 2.810,  7.045
-181.776, 65.707, 2.838,  7.078
-181.774, 65.611, 2.876,  7.111
-181.772, 65.514, 2.920,  7.144
-181.770, 65.415, 2.968,  7.177
-181.768, 65.315, 3.016,  7.210
-181.766, 65.212, 3.064,  7.243
-181.764, 65.109, 3.110,  7.276
-181.762, 65.004, 3.154,  7.309
-181.760, 64.897, 3.193,  7.342
-181.758, 64.790, 3.223,  7.375
-181.756, 64.683, 3.223,  7.408
-181.754, 64.576, 3.195,  7.441
-181.752, 64.471, 3.145,  7.474
-181.750, 64.368, 3.090,  7.507
-181.748, 64.267, 3.037,  7.540
-181.747, 64.168, 2.995,  7.573
-181.745, 64.069, 2.967,  7.606
-181.744, 63.971, 2.957,  7.639
-181.742, 63.872, 2.968,  7.672
-181.740, 63.772, 2.994,  7.705
-181.739, 63.671, 3.031,  7.738
-181.737, 63.569, 3.076,  7.771
-181.736, 63.465, 3.124,  7.804
-181.734, 63.359, 3.175,  7.837
-181.733, 63.251, 3.225,  7.870
-181.731, 63.142, 3.274,  7.903
-181.730, 63.032, 3.320,  7.936
-181.728, 62.920, 3.363,  7.969
-181.727, 62.806, 3.402,  8.002
-181.725, 62.692, 3.430,  8.035
-181.724, 62.578, 3.429,  8.068
-181.722, 62.464, 3.398,  8.101
-181.721, 62.353, 3.346,  8.134
-181.720, 62.243, 3.288,  8.167
-181.718, 62.136, 3.232,  8.200
-181.717, 62.030, 3.185,  8.233
-181.716, 61.925, 3.153,  8.266
-181.715, 61.821, 3.138,  8.299
-181.714, 61.716, 3.145,  8.332
-181.712, 61.611, 3.169,  8.365
-181.711, 61.504, 3.205,  8.398
-181.710, 61.395, 3.250,  8.431
-181.709, 61.286, 3.300,  8.464
-181.708, 61.174, 3.352,  8.497
-181.707, 61.060, 3.405,  8.530
-181.706, 60.945, 3.457,  8.563
-181.704, 60.828, 3.506,  8.596
-181.703, 60.710, 3.553,  8.629
-181.702, 60.590, 3.596,  8.662
-181.701, 60.469, 3.634,  8.695
-181.700, 60.347, 3.662,  8.728
-181.699, 60.225, 3.659,  8.761
-181.698, 60.104, 3.628,  8.794
-181.697, 59.985, 3.584,  8.827
-181.696, 59.867, 3.537,  8.860
-181.695, 59.751, 3.495,  8.893
-181.694, 59.636, 3.464,  8.926
-181.693, 59.521, 3.449,  8.959
-181.692, 59.406, 3.452,  8.992
-181.691, 59.291, 3.470,  9.025
-181.690, 59.174, 3.499,  9.058
-181.689, 59.056, 3.534,  9.091
-181.688, 58.937, 3.575,  9.124
-181.687, 58.817, 3.618,  9.157
-181.686, 58.695, 3.662,  9.190
-181.685, 58.571, 3.706,  9.223
-181.684, 58.446, 3.748,  9.256
-181.683, 58.320, 3.788,  9.289
-181.683, 58.193, 3.825,  9.322
-181.682, 58.064, 3.858,  9.355
-181.681, 57.935, 3.888,  9.388
-181.680, 57.804, 3.915,  9.421
-181.679, 57.673, 3.931,  9.454
-181.678, 57.543, 3.919,  9.487
-181.677, 57.414, 3.879,  9.520
-181.677, 57.286, 3.827,  9.553
-181.676, 57.160, 3.773,  9.586
-181.675, 57.036, 3.724,  9.619
-181.674, 56.914, 3.686,  9.652
-181.673, 56.792, 3.665,  9.685
-181.673, 56.670, 3.662,  9.718
-181.672, 56.548, 3.677,  9.751
-181.671, 56.424, 3.705,  9.784
-181.671, 56.299, 3.742,  9.817
-181.670, 56.173, 3.785,  9.850
-181.669, 56.046, 3.832,  9.883
-181.668, 55.916, 3.880,  9.916
-181.668, 55.785, 3.928,  9.949
-181.667, 55.653, 3.974,  9.982
-181.666, 55.519, 4.019, 10.015
-181.665, 55.384, 4.060, 10.048
-181.665, 55.247, 4.098, 10.081
-181.664, 55.110, 4.132, 10.114
-181.663, 54.971, 4.162, 10.147
-181.662, 54.832, 4.189, 10.180
-181.662, 54.691, 4.212, 10.213
-181.661, 54.551, 4.232, 10.246
-181.660, 54.409, 4.249, 10.279
-181.660, 54.267, 4.263, 10.312
-181.659, 54.125, 4.269, 10.345
-181.658, 53.983, 4.250, 10.378
-181.658, 53.843, 4.212, 10.411
-181.657, 53.704, 4.166, 10.444
-181.656, 53.567, 4.121, 10.477
-181.656, 53.431, 4.085, 10.510
-181.655, 53.296, 4.063, 10.543
-181.654, 53.161, 4.057, 10.576
-181.654, 53.025, 4.066, 10.609
-181.653, 52.889, 4.086, 10.642
-181.652, 52.752, 4.114, 10.675
-181.652, 52.614, 4.149, 10.708
-181.651, 52.475, 4.186, 10.741
-181.651, 52.334, 4.226, 10.774
-181.650, 52.191, 4.267, 10.807
-181.649, 52.048, 4.307, 10.840
-181.649, 51.903, 4.346, 10.873
-181.648, 51.757, 4.383, 10.906
-181.647, 51.610, 4.418, 10.939
-181.647, 51.462, 4.449, 10.972
-181.646, 51.313, 4.478, 11.005
-181.646, 51.163, 4.504, 11.038
-181.645, 51.012, 4.527, 11.071
-181.644, 50.860, 4.548, 11.104
-181.644, 50.708, 4.566, 11.137
-181.643, 50.556, 4.582, 11.170
-181.643, 50.403, 4.597, 11.203
-181.642, 50.249, 4.609, 11.236
-181.641, 50.095, 4.621, 11.269
-181.641, 49.941, 4.632, 11.302
-181.640, 49.787, 4.642, 11.335
-181.639, 49.632, 4.652, 11.368
-181.639, 49.477, 4.662, 11.401
-181.638, 49.321, 4.672, 11.434
-181.638, 49.165, 4.682, 11.467
-181.637, 49.009, 4.692, 11.500
-181.637, 48.852, 4.703, 11.533
-181.636, 48.695, 4.714, 11.566
-181.635, 48.538, 4.725, 11.599
-181.635, 48.380, 4.737, 11.632
-181.634, 48.222, 4.749, 11.665
-181.634, 48.063, 4.762, 11.698
-181.633, 47.904, 4.775, 11.731
-181.632, 47.745, 4.788, 11.764
-181.632, 47.585, 4.802, 11.797
-181.631, 47.424, 4.816, 11.830
-181.631, 47.264, 4.830, 11.863
-181.630, 47.102, 4.844, 11.896
-181.630, 46.940, 4.858, 11.929
-181.629, 46.778, 4.873, 11.962
-181.628, 46.615, 4.888, 11.995
-181.628, 46.452, 4.902, 12.028
-181.627, 46.288, 4.917, 12.061
-181.627, 46.124, 4.932, 12.094
-181.626, 45.959, 4.947, 12.127
-181.626, 45.794, 4.962, 12.160
-181.625, 45.628, 4.977, 12.193
-181.624, 45.462, 4.991, 12.226
-181.624, 45.295, 5.006, 12.259
-181.623, 45.128, 5.021, 12.292
-181.623, 44.960, 5.036, 12.325
-181.622, 44.792, 5.051, 12.358
-181.622, 44.623, 5.066, 12.391
-181.621, 44.454, 5.081, 12.424
-181.621, 44.284, 5.094, 12.457
-181.620, 44.114, 5.103, 12.490
-181.620, 43.944, 5.098, 12.523
-181.619, 43.775, 5.081, 12.556
-181.618, 43.606, 5.065, 12.589
-181.618, 43.438, 5.053, 12.622
-181.617, 43.270, 5.046, 12.655
-181.617, 43.102, 5.043, 12.688
-181.616, 42.934, 5.044, 12.721
-181.616, 42.765, 5.049, 12.754
-181.615, 42.597, 5.059, 12.787
-181.615, 42.428, 5.072, 12.820
-181.614, 42.258, 5.090, 12.853
-181.614, 42.088, 5.111, 12.886
-181.613, 41.917, 5.135, 12.919
-181.612, 41.745, 5.161, 12.952
-181.612, 41.572, 5.190, 12.985
-181.611, 41.398, 5.221, 13.018
-181.611, 41.223, 5.253, 13.051
-181.610, 41.047, 5.286, 13.084
-181.610, 40.870, 5.319, 13.117
-181.609, 40.691, 5.352, 13.150
-181.609, 40.512, 5.384, 13.183
-181.608, 40.332, 5.416, 13.216
-181.608, 40.150, 5.446, 13.249
-181.607, 39.968, 5.476, 13.282
-181.606, 39.785, 5.503, 13.315
-181.606, 39.600, 5.529, 13.348
-181.605, 39.415, 5.553, 13.381
-181.605, 39.230, 5.576, 13.414
-181.604, 39.043, 5.597, 13.447
-181.603, 38.856, 5.617, 13.480
-181.603, 38.669, 5.635, 13.513
-181.602, 38.480, 5.652, 13.546
-181.602, 38.292, 5.668, 13.579
-181.601, 38.102, 5.683, 13.612
-181.601, 37.913, 5.697, 13.645
-181.600, 37.722, 5.711, 13.678
-181.599, 37.532, 5.724, 13.711
-181.599, 37.341, 5.738, 13.744
-181.598, 37.149, 5.751, 13.777
-181.598, 36.957, 5.764, 13.810
-181.597, 36.765, 5.777, 13.843
-181.596, 36.572, 5.791, 13.876
-181.596, 36.378, 5.805, 13.909
-181.595, 36.184, 5.819, 13.942
-181.595, 35.990, 5.835, 13.975
-181.594, 35.795, 5.850, 14.008
-181.593, 35.600, 5.866, 14.041
-181.593, 35.404, 5.883, 14.074
-181.592, 35.207, 5.900, 14.107
-181.592, 35.010, 5.918, 14.140
-181.591, 34.812, 5.937, 14.173
-181.591, 34.614, 5.955, 14.206
-181.590, 34.415, 5.975, 14.239
-181.589, 34.215, 5.994, 14.272
-181.589, 34.014, 6.014, 14.305
-181.588, 33.813, 6.035, 14.338
-181.588, 33.612, 6.055, 14.371
-181.587, 33.409, 6.076, 14.404
-181.586, 33.206, 6.097, 14.437
-181.586, 33.002, 6.118, 14.470
-181.585, 32.798, 6.139, 14.503
-181.585, 32.592, 6.160, 14.536
-181.584, 32.386, 6.181, 14.569
-181.583, 32.180, 6.202, 14.602
-181.583, 31.972, 6.222, 14.635
-181.582, 31.764, 6.243, 14.668
-181.582, 31.556, 6.264, 14.701
-181.581, 31.346, 6.284, 14.734
-181.580, 31.136, 6.305, 14.767
-181.580, 30.926, 6.325, 14.800
-181.579, 30.714, 6.345, 14.833
-181.578, 30.502, 6.365, 14.866
-181.578, 30.289, 6.385, 14.899
-181.577, 30.076, 6.405, 14.932
-181.577, 29.862, 6.426, 14.965
-181.576, 29.647, 6.446, 14.998
-181.575, 29.432, 6.466, 15.031
-181.575, 29.216, 6.486, 15.064
-181.574, 28.999, 6.506, 15.097
-181.573, 28.781, 6.526, 15.130
-181.573, 28.563, 6.547, 15.163
-181.572, 28.345, 6.567, 15.196
-181.571, 28.125, 6.588, 15.229
-181.571, 27.905, 6.609, 15.262
-181.570, 27.684, 6.629, 15.295
-181.569, 27.462, 6.650, 15.328
-181.569, 27.240, 6.672, 15.361
-181.568, 27.017, 6.693, 15.394
-181.567, 26.793, 6.714, 15.427
-181.567, 26.569, 6.736, 15.460
-181.566, 26.344, 6.758, 15.493
-181.565, 26.118, 6.779, 15.526
-181.565, 25.891, 6.801, 15.559
-181.564, 25.664, 6.823, 15.592
-181.563, 25.436, 6.844, 15.625
-181.563, 25.207, 6.865, 15.658
-181.562, 24.978, 6.887, 15.691
-181.561, 24.748, 6.908, 15.724
-181.560, 24.517, 6.930, 15.757
-181.560, 24.285, 6.951, 15.790
-181.559, 24.053, 6.973, 15.823
-181.558, 23.820, 6.994, 15.856
-181.558, 23.586, 7.016, 15.889
-181.557, 23.352, 7.038, 15.922
-181.556, 23.117, 7.060, 15.955
-181.556, 22.881, 7.082, 15.988
-181.555, 22.644, 7.104, 16.021
-181.554, 22.407, 7.126, 16.054
-181.553, 22.168, 7.148, 16.087
-181.553, 21.930, 7.171, 16.120
-181.552, 21.690, 7.194, 16.153
-181.551, 21.450, 7.216, 16.186
-181.550, 21.208, 7.239, 16.219
-181.550, 20.966, 7.262, 16.252
-181.549, 20.724, 7.285, 16.285
-181.548, 20.480, 7.308, 16.318
-181.547, 20.236, 7.331, 16.351
-181.547, 19.991, 7.355, 16.384
-181.546, 19.745, 7.378, 16.417
-181.545, 19.499, 7.402, 16.450
-181.544, 19.251, 7.425, 16.483
-181.543, 19.003, 7.449, 16.516
-181.543, 18.754, 7.473, 16.549
-181.542, 18.505, 7.496, 16.582
-181.541, 18.254, 7.520, 16.615
-181.540, 18.003, 7.544, 16.648
-181.540, 17.751, 7.568, 16.681
-181.539, 17.498, 7.592, 16.714
-181.538, 17.244, 7.616, 16.747
-181.537, 16.990, 7.639, 16.780
-181.536, 16.735, 7.663, 16.813
-181.535, 16.478, 7.687, 16.846
-181.535, 16.222, 7.711, 16.879
-181.534, 15.964, 7.735, 16.912
-181.533, 15.706, 7.759, 16.945
-181.532, 15.446, 7.783, 16.978
-181.531, 15.186, 7.807, 17.011
-181.530, 14.925, 7.831, 17.044
-181.530, 14.664, 7.855, 17.077
-181.529, 14.401, 7.880, 17.110
-181.528, 14.138, 7.904, 17.143
-181.527, 13.874, 7.929, 17.176
-181.526, 13.609, 7.954, 17.209
-181.525, 13.343, 7.979, 17.242
-181.524, 13.077, 8.004, 17.275
-181.523, 12.809, 8.029, 17.308
-181.523, 12.541, 8.055, 17.341
-181.522, 12.272, 8.080, 17.374
-181.521, 12.002, 8.106, 17.407
-181.520, 11.731, 8.132, 17.440
-181.519, 11.459, 8.157, 17.473
-181.518, 11.187, 8.183, 17.506
-181.517, 10.913, 8.209, 17.539
-181.516, 10.639, 8.236, 17.572
-181.515, 10.364, 8.262, 17.605
-181.514, 10.088, 8.288, 17.638
-181.513, 9.811, 8.315, 17.671
-181.512, 9.533, 8.341, 17.704
-181.511, 9.254, 8.368, 17.737
-181.510, 8.975, 8.395, 17.770
-181.509, 8.694, 8.422, 17.803
-181.508, 8.413, 8.449, 17.836
-181.507, 8.130, 8.476, 17.869
-181.507, 7.847, 8.503, 17.902
-181.506, 7.563, 8.530, 17.935
-181.505, 7.278, 8.557, 17.968
-181.504, 6.992, 8.584, 18.001
-181.503, 6.705, 8.612, 18.034
-181.501, 6.417, 8.639, 18.067
-181.500, 6.129, 8.667, 18.100
-181.499, 5.839, 8.694, 18.133
-181.498, 5.549, 8.722, 18.166
-181.497, 5.257, 8.750, 18.199
-181.496, 4.965, 8.778, 18.232
-181.495, 4.672, 8.806, 18.265
-181.494, 4.377, 8.834, 18.298
-181.493, 4.082, 8.862, 18.331
-181.492, 3.786, 8.890, 18.364
-181.491, 3.489, 8.919, 18.397
-181.490, 3.191, 8.947, 18.430
-181.489, 2.892, 8.976, 18.463
-181.488, 2.592, 9.004, 18.496
-181.487, 2.291, 9.033, 18.529
-181.486, 1.989, 9.062, 18.562
-181.484, 1.687, 9.091, 18.595
-181.483, 1.383, 9.120, 18.628
-181.482, 1.078, 9.149, 18.661
-181.481, 0.772, 9.178, 18.694
-181.480, 0.466, 9.207, 18.727
-181.479, 0.158, 9.237, 18.760
-181.478, -0.150, 9.266, 18.793
-181.476, -0.460, 9.296, 18.826
-181.475, -0.771, 9.325, 18.859
-181.474, -1.082, 9.355, 18.892
-181.473, -1.395, 9.385, 18.925
-181.472, -1.708, 9.415, 18.958
-181.470, -2.023, 9.445, 18.991
-181.469, -2.339, 9.475, 19.024
-181.468, -2.655, 9.505, 19.057
-181.467, -2.973, 9.536, 19.090
-181.466, -3.291, 9.566, 19.123
-181.464, -3.611, 9.597, 19.156
-181.463, -3.932, 9.628, 19.189
-181.462, -4.254, 9.658, 19.222
-181.461, -4.576, 9.689, 19.255
-181.459, -4.900, 9.720, 19.288
-181.458, -5.225, 9.751, 19.321
-181.457, -5.551, 9.783, 19.354
-181.455, -5.878, 9.814, 19.387
-181.454, -6.205, 9.845, 19.420
-181.453, -6.534, 9.877, 19.453
-181.451, -6.864, 9.908, 19.486
-181.450, -7.196, 9.940, 19.519
-181.449, -7.528, 9.972, 19.552
-181.447, -7.861, 10.004, 19.585
-181.446, -8.195, 10.036, 19.618
-181.445, -8.530, 10.068, 19.651
-181.443, -8.867, 10.100, 19.684
-181.442, -9.204, 10.132, 19.717
-181.441, -9.543, 10.164, 19.750
-181.439, -9.882, 10.197, 19.783
-181.438, -10.223, 10.230, 19.816
-181.436, -10.565, 10.262, 19.849
-181.435, -10.908, 10.295, 19.882
-181.433, -11.252, 10.328, 19.915
-181.432, -11.597, 10.361, 19.948
-181.431, -11.943, 10.394, 19.981
-181.429, -12.291, 10.427, 20.014
-181.428, -12.639, 10.460, 20.047
-181.426, -12.988, 10.494, 20.080
-181.425, -13.339, 10.527, 20.113
-181.423, -13.691, 10.561, 20.146
-181.422, -14.044, 10.595, 20.179
-181.420, -14.398, 10.629, 20.212
-181.419, -14.753, 10.663, 20.245
-181.417, -15.109, 10.697, 20.278
-181.415, -15.467, 10.731, 20.311
-181.414, -15.825, 10.765, 20.344
-181.412, -16.185, 10.799, 20.377
-181.411, -16.546, 10.834, 20.410
-181.409, -16.908, 10.869, 20.443
-181.408, -17.271, 10.903, 20.476
-181.406, -17.635, 10.938, 20.509
-181.404, -18.001, 10.973, 20.542
-181.403, -18.367, 11.008, 20.575
-181.401, -18.735, 11.043, 20.608
-181.399, -19.104, 11.078, 20.641
-181.398, -19.474, 11.114, 20.674
-181.396, -19.846, 11.149, 20.707
-181.394, -20.218, 11.185, 20.740
-181.393, -20.592, 11.220, 20.773
-181.391, -20.967, 11.256, 20.806
-181.389, -21.343, 11.292, 20.839
-181.388, -21.720, 11.328, 20.872
-181.386, -22.099, 11.364, 20.905
-181.384, -22.479, 11.400, 20.938
-181.382, -22.859, 11.436, 20.971
-181.381, -23.242, 11.473, 21.004
-181.379, -23.625, 11.510, 21.037
-181.377, -24.010, 11.546, 21.070
-181.375, -24.395, 11.583, 21.103
-181.373, -24.782, 11.621, 21.136
-181.371, -25.171, 11.658, 21.169
-181.370, -25.560, 11.696, 21.202
-181.368, -25.951, 11.733, 21.235
-181.366, -26.343, 11.771, 21.268
-181.364, -26.737, 11.810, 21.301
-181.362, -27.131, 11.848, 21.334
-181.360, -27.527, 11.886, 21.367
-181.358, -27.924, 11.925, 21.400
-181.356, -28.323, 11.964, 21.433
-181.354, -28.723, 12.003, 21.466
-181.352, -29.124, 12.042, 21.499
-181.351, -29.526, 12.082, 21.532
-181.349, -29.930, 12.122, 21.565
-181.347, -30.335, 12.161, 21.598
-181.345, -30.741, 12.201, 21.631
-181.342, -31.149, 12.241, 21.664
-181.340, -31.558, 12.282, 21.697
-181.338, -31.968, 12.322, 21.730
-181.336, -32.380, 12.362, 21.763
-181.334, -32.793, 12.403, 21.796
-181.332, -33.208, 12.444, 21.829
-181.330, -33.624, 12.485, 21.862
-181.328, -34.041, 12.526, 21.895
-181.326, -34.459, 12.567, 21.928
-181.324, -34.879, 12.608, 21.961
-181.322, -35.301, 12.650, 21.994
-181.319, -35.723, 12.691, 22.027
-181.317, -36.148, 12.733, 22.060
-181.315, -36.573, 12.775, 22.093
-181.313, -37.000, 12.817, 22.126
-181.311, -37.428, 12.859, 22.159
-181.308, -37.858, 12.901, 22.192
-181.306, -38.289, 12.943, 22.225
-181.304, -38.721, 12.986, 22.258
-181.302, -39.155, 13.028, 22.291
-181.299, -39.591, 13.071, 22.324
-181.297, -40.028, 13.113, 22.357
-181.295, -40.466, 13.156, 22.390
-181.292, -40.905, 13.199, 22.423
-181.290, -41.346, 13.242, 22.456
-181.287, -41.789, 13.285, 22.489
-181.285, -42.233, 13.329, 22.522
-181.283, -42.678, 13.372, 22.555
-181.280, -43.125, 13.416, 22.588
-181.278, -43.573, 13.460, 22.621
-181.275, -44.023, 13.503, 22.654
-181.273, -44.474, 13.547, 22.687
-181.270, -44.927, 13.591, 22.720
-181.268, -45.381, 13.636, 22.753
-181.265, -45.837, 13.680, 22.786
-181.263, -46.294, 13.724, 22.819
-181.260, -46.753, 13.769, 22.852
-181.258, -47.213, 13.814, 22.885
-181.255, -47.674, 13.859, 22.918
-181.253, -48.137, 13.904, 22.951
-181.250, -48.602, 13.949, 22.984
-181.247, -49.068, 13.994, 23.017
-181.245, -49.536, 14.040, 23.050
